No,Name,Address,Class,District,Longitude,Latitude,Pop,Envi_Fact
1030,RSUD Kab.Bangka Tengah,"Jl. By Pass Koba,bangka Tengah",D,Bangka Tengah,106.2001669,-2.443899514,0,0.946337
1031,RSUD Sejiran Setason,Jl. Kadur Dalam Muntok Bangka Barat,D,Bangka Barat,105.4457761,-1.837403803,0,0.867285
1032,RSUD Toboali Kab.Bangka Selatan,Jl. Raya Gadung Toboali,D,Bangka Selatan,108.0648871,-2.927056491,0,0.916342
1033,RSUD Kab.Belitung Timur,Jl. Raya Gantung Ds. Padang Belitung Timur,D,Belitung Timur,107.9126623,-2.876918359,0,0.924102
1034,RS GSTK Tentena,"Jl. Setia Budi No.98,Kec.Pamona - Utara",,Poso,120.7582177,-1.410239758,0.827351,0.097944
1035,RS Woodward,Jl. Woodward No.1 Palu,,Palu,119.8719981,-0.904283398,1.947834,0.727897
1036,RS Bethesda Kulawi,Kulawi Kab Donggala Palu,,Palu,120.0080141,-1.516223672,0.296787,0.700179
1037,RS Budi Agung,Jl. Maluku No. 4 Palu,,Palu,119.8735989,-0.907369096,1.892632,0.727897
1038,Rumkit Tk.IV Wirabuana Palu,"Jl. Sisinga Mangaraja No.4,Palu",4,Palu,119.8873775,-0.895601528,1.900518,0.503444
1039,Rumkit Bhayangkara Palu,"Jl. Lorong Suharso 1 No.30, Palu",4,Palu,119.8505989,0.898584667,1.782229,0.513874
1040,RSU Undata Palu,Jl. Dr Suharso 14 Palu,B,Palu,119.8671689,-0.886883986,1.774343,0.651736
1041,RSU Anutapura Palu,Jl. Kangkung No. 1 Palu,B,Palu,119.8505989,-0.898584667,1.782229,0.513874
1042,RSU Ampana,Jl. St Hasanudin No. 32 Ampana,C,Poso,121.5858001,-0.867981856,1.747291,0
1043,RSU Mokopido Toli-Toli,"Jl. Lanoni No.37 Toli-Toli, Sulteng",C,Toli-Toli,"120.816667582484,",1.033334242,0.016006,0.729364
1044,RSUD Poso,Jl. Jen.Sudirman No.33 Poso,C,Poso,113.5000007,-0.1999996,0,0.895561
1045,RSU Anuntaloko Parigi,Jl. Sis Al Jufri No.214 Parigi,C,Donggala,120.1797118,-0.846274953,0.086272,0.705738
1046,RSUD Banggai,Jl. KM 7.Adean Kabupaten Banggai Kepulauan,C,Banggai,123.5478046,-1.602810496,0,0.902482
1047,RSUD Morowali,Jl. Trans Sulawesi Fonuasingko Bungku,D,Morowali,121.3541632,-2.169120789,0,0.861625
1048,RSUD Kabelota,Jl. Trans Palu - Donggala Kabonga Besar,D,Donggala,119.9740536,-1.18354352,0,0.066941
1049,RSU Buol,Kab Buol,D,Buol,121.4272122,1.1607263,0.740608,0.855603
1050,RS Agape,Jl. Sintang-Pontianak Sintang,,Sintang,111.495501,",0.08023706435",0.522761,0.970756
1051,RS Santa Elizabeth,Jl. Gusti Hamzah 029 Sambas,,Sambas,109.3099974,1.361327879,1.454161,0.910552
1052,RSU Harapan Bersama,Jl. P Belitung No.61 Singkawang,,Sambas,108.984599,0.908796008,2.065384,0
1053,RS PTPN XIII Parindu,Binjai Kec.Tayan Hulu Sanggau,,Sanggau,110.5972953,0.119276494,1.036913,0.972504
1054,RS Pro Medika,"Jl. Gusti S. Lelanang Blok EA No.2-5, Kota Pontianak",0,,109.3290111,-0.040421751,2.270606,0.845453
1055,RS Dam XII Ponianak,Jl. Jen Sudirman No. 1 Pontianak,3,Kota Pontianak,109.3303087,-0.022522919,1.695888,0.832529
1056,Rumkit Lanud Supadio,"Jl. Raya Kuala Dua, Pontianak",4,Kota Pontianak,109.3303087,-0.022522919,1.695888,0.832529
1057,Rumkit Bhayangkara Pontianak,"Jl. K.S. Tubun 14, Pontianak",4,Pontianak,109.3303087,-0.022522919,1.695888,0.832529
1058,RSU Dr Sudarso PTK,Jl. Adisucipto Pontianak,B,Kota Pontianak,109.3303087,-0.022522919,1.695888,0.832529
1059,RSU St.Antonius,"Jl. KHW. Hasyim No.249, Pontianak",B,Kota Pontianak,109.3303087,-0.022522919,1.695888,0.832529
1060,RSUD Dr Abdul Aziz,"Jl. Dr Sotomo No. 28, Singkawang",B,Sambas,109.3099974,1.361327879,1.454161,0.910552
1061,RSI Yarsi Pontianak,Jl. Tanjung Raya II Pontianak,C,Kota Pontianak,109.3303087,-0.022522919,1.695888,0.832529
1062,RS Bethesda Serukam,"Serukam Samalantan Bengkayang, Sambas",C,Sambas,109.3099974,1.361327879,1.454161,0.910552
1063,RSU Ade Moehamad Djoen Sintang,Jl. Patimura Sintang,C,Sintang,111.495501,0.080237064,0.522761,0.970756
1064,RSUD Dr Achmad Diponegoro,Jl. Yos Sudarso 42 Puttussibau,C,Kapuas Hulu,112.9322991,0.851407378,0.106681,0.983165
1065,RS Santo Vincentius,Jl. P Diponegoro 5 Singkawang,C,,108.984599,0.908796008,2.065384,0
1066,RSU Sambas,Jl. Gusti Hamzah No. 87 Sambas,C,Sambas,109.3099974,1.361327879,1.454161,0.910552
1067,RSU Dr Rubini Mempawah,Jl. Dr Rubini Mempawah,C,Pontianak,109.3303087,-0.022522919,1.695888,0.832529
1068,RSU Sanggau,Jl. Jend Sudirman Sanggau,C,Sanggau,110.5972953,0.119276494,1.036913,0.972504
1069,RSU Dr. Agusdjam Ketapang,Jl. Panjaitan No.1 Ketapang,C,Ketapang,109.9719019,-1.859097329,0.839028,0.975015
1070,RSUD Kab.Sekadau,"Sekadau,Kalbar",D,Sekadau,110.8886039,0.01508068,0.789529,0.980222
1071,RSUD Melawi,"Jl. Rawat Inap Nanga Pinoh,Kab.Melawi-Kalbar",D,Melawi,111.4833321,0.08333168,0.251841,0.972386
1072,RSUD Landak,Jl. Pemuda Ngabang,D,Landak,112.8967958,-7.042151275,0.559908,0.325788
1073,RSUD Kab.Bengkayang,Jl. Sanggau Ledo No.20 Bengkayang,D,Bengkayang,111.4752879,-0.278782998,0,0.982634
1074,RS Restu Ibu,Jl. Jen A.Yani No. 12 Balikpapan,,Balikpapan,116.8370002,-1.271530502,3.194885,0.926463
1075,RS Bhakti Nugraha,Jl. Basuki Rachmat 50 Samarinda,,Samarinda,117.1510011,-0.495704887,4.491475,0.764591
1076,RS Haji Darjad,"Jl.Dahlia No.4,Samarinda",,Samarinda,117.1538014,-0.502183961,4.491475,0.843988
1077,RS LNG Badak,Bontang Selatan Kotip Bontang,,Bontang,117.498597,0.135694904,1.898825,0.819463
1078,RS Pupuk Kaltim,Komplek Pupuk Kaltim Bontang,,Bontang,117.498597,0.135694904,1.898825,0.819463
1079,RS Dirgahayu,Jl. Merbabu No.40 Samarinda,,,117.1538014,-0.502183961,4.491475,0.843988
1080,RS Islam Samarinda,"Jl. Gurami No.18,Samarinda",,Samarinda,117.1538014,-0.502183961,4.491475,0.843988
1081,RS St Yosef Tering,"Tering Baru, Kab.Kutai",,Kutai Kertanegara,117.05126,-0.476009037,0,0.909609
1082,RS Pertamina Bunyu,Jl.Serdang P.Bunyu,,Bulongan,117.8194204,3.519144847,0,0
1083,RS Pertamina Balikpapan,Jl. Jend Sudirman Balikpapan,,Balikpapan,116.8525669,-1.274081108,3.156547,0.864825
1084,RS PT ITCI,Jl. Rumah Sakit Balikpapan,,Balikpapan,116.8311989,-1.265385861,1.750797,0.973895
1085,RSAL Ilyas Tarakan,Jl. Jen Sudirman Tarakan,3,Tarakan,117.6193985,3.276088167,0.985818,0
1086,Rumkit Tk.III Dr R Hardjanto,Jl. Tanjungpura I Balikpapan,3,Balikpapan,116.8579981,-1.269889553,2.849838,0.882288
1087,RS Dim 0901 Samarinda,Jl. Jen Sudirman Samarinda,4,Samarinda,117.1569986,-0.503588577,2.772482,0.843988
1088,Rumkit Bhayangkara Balikpapan,"Jl. Jend. Sudirman No.14, Balikpapan",4,Balikpapan,116.8311989,-1.265385861,1.750797,0.973895
1089,RSUD H A Wahab Sjahranie,"Jl. Dr. Soetomo, Samarinda",B,Samarinda,117.1538014,-0.502183961,4.491475,0.843988
1090,RSUD Tarakan,"Jl. P. Irian Tengah,Tarakan",B,Tarakan,117.6193985,3.276088167,0.985818,0
1091,RSUD Kota Bontang,"Jl. S. Parman No.01, Kota Bontang",B,Bontang,117.498597,0.135596804,1.898825,0.819463
1092,RSUD AM Parikesit Tenggarong,Jl. Imam Bonjol Tenggarong,B,Kutai Barat,116.9813992,-0.417322808,1.322322,0.849259
1093,RSUD Inche Abdoel Moeis,"Jl. A.M.Rifaddin Kel,Harapan Baru Samarinda Seberang",C,Samarinda,117.1564992,-0.503588577,2.772482,0.843988
1094,RSUD Sangatta,Jl. Cut Nyak Dien No.1 Kutai Timur,C,Kutai Timur,117.4354829,0.520863135,0,0.720207
1095,RSUD Panglima Sebaya,Jl. Ciptomangunkusumo No.2 T Grogot,C,Pasir,116.2287966,-1.97134628,0,0.976489
1096,RS Harapan Insan Sendawar,Jl. Mawar Desa Sendawar Kutai,C,Kutai Barat,116.9813992,-0.417322808,1.322322,0.849259
1097,RSUD Aji Batara Agung Dewa Sakti,Jl. Balikpapan - Handil II Samboja,C,Kutai Barat,116.9371025,-0.896720763,0,0.096711
1098,RSUD Tanjung Selor,Jl. Cendrawasih Tanjung.Selor,C,Kutai Timur,117.3666656,2.849998766,1.396837,0.968019
1099,RSU Dr. Abd.Rivai Berau,Jl. Pulau Panjang No.275 Tanjung Redeb,C,Berau,117.696202,2.162329578,0.212483,0.911299
1100,RSUD Kab.Penajam Paser Utara,Jl. Propinsi Km.09 Kab.Penajam Paser Utara,C,Penajam Paser Utara,116.4193875,1.640632591,0,0.850517
1101,RSUD Kab. Nunukan,Jl. Sei Fatimah,D,Nunukan,117.6488018,4.142585142,0.753339,0.908154
1102,RS Bergerak Kab.Malinau,Langgap-Malinau Selatan,D,malinau,116.647796,3.584220968,0.019374,0.097211
1103,RSUD Kab. Malinau,Jl. Raya Respen Tubu Kec. Malinau Utara Kab. Malinau,D,Malinau,116.647796,3.584220968,0.019374,0.097211
1104,RS Akademis Jaury,Jl. Bulusaraung No. 57 Makassar,,,119.4160015,5.131279324,5.824053,0.411388
1105,RS PT Semen Tonasa,Jl. Beruang No.1 Komp PT Semen Tonasa Pangkep,,Pangkajene Kepulauan,119.5907136,-4.869213496,0.100359,0.764408
1106,RS Islam Faisal,"Jl. AP Pettarani E19,Makasar",,Makassar,119.4329996,-5.163380392,6.382523,0.488177
1107,RSU Elim Rantepao,Jl. A.Yani No. 68 Rantepao,,Toraja,119.8965811,-2.974024202,0.089568,0.935238
1108,RS PT INCO,"Soroako, Kab.Luwu",,Luwu,121.3580025,-2.531806233,0.898819,0.890183
1109,RS At - Medika,Jl. Andi Djemma No. 9 Palopo,,Luwu,120.1979985,-3.002740813,2.953317,0.867118
1110,RS Stella Maris,Jl. Somba Opu No.273 Makassar,,Makassar,"119.409000725528,",-5.144036812,0.265938,0.492659
1111,RS Hikmah,Jl. Yosef Latumahina No.1 Makassar,,Makassar,119.4120017,-5.146150426,0.265938,0.492659
1112,RS 45 Makassar,Jl. U Sumoharjo Makassar,,Makassar,119.4519998,-5.141588765,5.770865,0.409114
1113,RS Grestelina,Jl. Hertasning Raya No.52 Makassar,,Makassar,119.4371956,-5.158689418,6.382523,0.504671
1114,RS Fatima Pare-Pare,Jl. Ilham No.3 Pare-Pare,,Pare Pare,119.6236128,4.016669047,3.009251,0.753878
1115,RSUD Siwa,,,,"120.419196691883,",-3.712955215,0.041435,0
1116,Rumkitban 07.08.05 Palopo,"Jl. Samiun, Palopo",0,,120.2000007,-2.999998466,3.163331,0
1117,Rumkit Tk.II Pelamonia,"Jl. Jend Sudirman No.27,Makassar",2,Makassar,119.4138255,-5.134739586,5.824053,0.411388
1118,RS Kepolisian Bhayangkara,Jl. Letjen Mapaodang Makassar,3,Makassar,119.4160015,5.174581654,5.930428,0.421089
1119,Rumkit Tk.IV Dr. M Yasin Bone,Jl. Jend Sudirman Watampone,4,Bone,120.3249982,-4.538771812,1.401883,0.033976
1120,RS Dr. Dody Saryoto,Lanu Hasanudin Maros,4,Maros,119.5743041,-5.005840352,1.082129,0.458647
1121,RS Lanal Makassar,Jl. Satando Makassar,4,Makassar,119.4128088,-5.11631458,0.744628,0.443894
1122,RS Dim 1402 Pare-Pare,Jl. Karaeng Burane No.24 Pare Pare,4,Pare Pare,119.6218738,-4.012383851,3.178603,0.753878
1123,RSU Dr W Sudirohusodo UP,"Jl. P Kemerdekaan Km.11,Makasar",A,Makassar,119.5108198,-5.106335112,5.691083,0.416372
1124,RSUD Syekh Yusup Gowa,Jl. Dr. Wahidin HS No.48 Sungguminasa,B,Gowa,119.6984231,-5.330681404,0.003651,0.085635
1125,RSU Tenriawaru Bone,Jl. W.Sudirohusodo Watampone,B,Bone,120.0498939,-4.688477212,0.422678,0.794913
1126,RSU Labuang Baji,Jl. Dr. Ratulangi No.81 Makassar,B,Makassar,119.418998,-5.162979073,6.621868,0.404431
1127,RSU Andi Makkasau Pare2,Jl. Nurussamawaty No.3 Pare-Pare,B,Pare Pare,119.6236128,4.016669047,3.009251,0.753878
1128,RSU Palopo,Jl. Samiun No.2 Palopo,C,Luwu,120.244342,-3.159201751,0.006951,0.894266
1129,RSUD HA. Sulthan Daeng Radja,Jl. Serikaya No. 17 Bulukumba,C,Bulukumba,120.1857271,-5.555576166,1.716672,0.814297
1130,RSU Luramay,Jl. AP Pettarani E19 Makassar,C,,119.4372402,5.166345694,6.409117,0.504671
1131,RSU Prof.Dr. A Makkatutu,Jl. Teratai No.20 Bantaeng,C,Bantaeng,119.9511293,-5.542698282,1.452164,0.604601
1132,RSU Enrekang,Jl. Jend Sudirman Enrekang,C,Enrekang,119.7794272,-3.519412393,0.041686,0.331893
1133,RS Fatima Makale,Jl. Nusantara No.18 Makale Tator,C,Tana Toraja,119.9166649,-3.416665786,0,0.834929
1134,RSU Nene Mallomo,Jl. Wolter Monginsidi Rappang,C,Sidenreng Rappang,119.8077692,-3.920459483,0.321368,0.745464
1135,RSU Andi Jemma Masamba,"Jl. Sultan Hasanuddin No.23, Masamba Luwu Utara",C,Luwu,120.3337469,-2.554306856,0.266845,0.009044
1136,RSU Selayar,Jl. Dr Wahidin S No. 23 Selayar,C,Selayar,120.5000001,-6.000001391,0.061849,0.360631
1137,RSUD Lanto Daeng Pasewang/Jeneponto,Jl. Kesehatan No. 8 Bonto Sunggu,C,Jeneponto,119.6730954,-5.554577327,0.327875,0.025837
1138,RSU H. Pajonga Dg.Ngale Takalar,"Jl. Incesuhsan No.1 Dg, Parani Takalar",C,Takalar,119.4875656,-5.416251554,0.122565,0.032182
1139,RSU Salewangeng Maros,Jl. Ujung Pandang KM 3 Maros,C,Maros,119.5743041,-5.005840352,1.082129,0.458647
1140,RSU Pangkep,Jl. Sultan Hasanudin 7 Pangkajene,C,Pangkep,119.4100798,-5.139707025,0.265938,0.411388
1141,RSU Ajapange Soppeng,Jl. Samudra No.4 Watansoppeng,C,Barru,119.6900489,-4.418037192,0.164763,0.828047
1142,RSU Lamadukeleng Sengkang,Jl. K.Chandra Kirana Sengkang,C,Wajo,120.0397539,-4.148743161,0.129829,0.680492
1143,RSU Lasinrang Pinrang,Jl. Macan No. 9 Pinrang,C,Pinrang,119.5571677,-3.648351759,0,0.576565
1144,RSU Lakipadada Tana Toraja,Jl. Pongtiku Mandetek Tana Toraja,C,Tana Toraja,119.8855449,-2.992302057,0.521123,0.940298
1145,RSUD I Lagaligo,"Jl. Sangkuruwira,Kec.Wotu Kab.Luwu Timur",C,Luwu Timur,121.1710368,2.582550803,0,0.809777
1146,RSU Haji Makassar,Jl. Dg. Ngeppe 14 Makassar,C,Makassar,119.4153416,-5.179397483,5.930428,0.414813
1147,RSUD Daya,"Jl. Perintis Kemerdekaan No. 14,Makasar",C,Makassar,119.5108198,-5.106335112,5.691083,0.416372
1148,RSUD Batara Guru,Jl. Tomakaka - Lebani Kab. Luwu,D,Luwu,120.244342,-3.159201751,0.006951,0.894266
1149,RSU Barru,Jl. Lasawedi Kel.Coppo Kec.Barru Kab.Barru,D,Barru,119.6900489,-4.418037192,0.164763,0.828047
1150,RSU Sinjai,Jl. Jend Sudirman No. 47 Sinjai,c,Sinjai,120.2428169,-5.139818502,0.041671,0.817349
1151,RS Panti Bhaktiningsih,Tegalrejo Belitang Kab.OKU Timur,,Ogan Komering Ulu,104.1075732,-4.27920754,0.083248,0.577844
1152,RS St Antonio,"Jl. Komisaris Umar 33,Baturaja",,Ogan Komering Ulu,104.1698267,-4.113993387,1.153581,0.032016
1153,RS Pertamina Prabumulih,"Jl. Kesehatan No.100,Prabumulih",,Prabumulih,104.2260203,-3.435193351,2.263736,0.862591
1154,RS AR Bunda Prabumulih,Jl. Angkatan 45 Kel.Prabumulih Timur,,Prabumulih,104.2262388,-3.433516729,2.263736,0.862591
1155,RS Pertamina Plaju,"Komp Pertamina Plaju,Palembang",,Palembang,104.759409,-2.990866227,5.926124,0.839709
1156,RS PT Pusri Palembang,"Jl. Mayor M Zen,Palembang",,Palembang,104.8159326,-2.968410194,4.020366,0.080367
1157,RS Boom Baru,"Bomm Baru,Palembang",,Palembang,104.7765766,-2.979022854,5.351786,0.085854
1158,RS Myria Palembang,"Jl. Kol.H.Barlian Km.7,Palembang",,Palembang,104.7249981,-2.940902,0.715247,0.081669
1159,RS Muhammadiyah Palembang,"Jl. A.Yani 13 Ulu,Palembang",,Palembang,104.7716626,-2.998406567,6.004443,0.844292
1160,RSUD Tebing Tinggi,"Desa Terusan Baru, Tebing tinggi",-,,99.15222321,3.319444006,4.569104,0.300153
1161,Rumkit Tk II Dr. AK Gani Palembang,"Jl. S M Badaruddin II,Palembang",2,Palembang,104.7609073,-2.991637651,4.072579,0.839709
1162,RSU Dr. Mohammad Hoesin,"Jl. Jend.Sudirman KM 3.5,Palembang",A,Kota Palembang,104.7519311,-2.972909427,5.612849,0.843179
1163,RS Charitas,"Jl. Sudirman 1054,Palembang",B,Kota Palembang,104.7540001,-2.976548053,5.821699,0.840439
1164,RSUD Palembang Bari,"Jl. P. Usaha Seb Ulu,Palembang",B,Palembang,104.7799432,-2.962319062,5.952231,0.856754
1165,RSUD Dr. Ibnu Sutowo Baturaja,"Jl. Dr. Moh.Hatta No.1,Baturaja",C,Ogan Komering Ulu,104.1075732,-4.27920754,0.083248,0.577844
1166,RSU Dr. Sobirin Musirawas,"Jl. Yos Sudarso No.13,Lubuk Linggau",C,Musi Rawas,102.8598989,-3.296898791,1.914247,0.877489
1167,RS Bukit Asam,"Jl. Raya Bukit Asam,Tanjung Enim",C,Muara Enim,103.781332,-3.63748493,0.684279,0.923919
1168,RSUD Basemah Kota Pagar Alam,"Jl. S.Parman Pagar Alam,Lahat",C,Lahat,103.265298,-4.037666954,0.068437,0.904208
1169,RS Siti Khadijah,"Jl. Demang Lebar Daun,Palembang",C,Palembang,104.728561,-2.97309225,4.673023,0.827311
1170,RSU Prabumulih,"Jl. Lingkar, Kel. Gunung Ibul, Kec. Prabumulih Timur",C,,104.2371814,-3.481706234,0.276065,0.882223
1171,RSUD Oku Timur (Gumawang),"Jl. Mayjen Warsito Kec.Belitung,Gumawang",C,Ogan Komering Ulu,104.1075732,-4.27920754,0.083248,0.577844
1172,RSU Kayuagung,"Jl. Letnan Marzuki,Kayu Agung",C,Ogan Komering Ilir,104.1663307,-4.094689938,0.261637,0.744085
1173,RSU Muara Enim,"Jl. Dr AK Gani No.84,Muara Enim",C,Muara Enim,103.7747191,-3.639906222,1.119729,0.912327
1174,RSU Lahat,"Jl. Mayor Ruslan I No. 28,Lahat",C,Lahat,103.4246797,-3.746897892,0,0.895193
1175,RSU Sekayu,"Jl. Kolonel Wahid Udin,Sekayu",C,Musi Banyuasin,103.8566863,-2.892101598,0.659942,0.951878
1176,RSUD Muaradua,Jl. Raya Ranau Desa Suka Jaya Kec.Muaradua,D,Ogan Komering Ulu Selatan,103.3836114,-4.797091995,0.008358,0.979384
1177,RSUD Talang Ubi,Jl. Taman Siswa Kel.Pasar Bhayangkara,D,Muara Enim,103.781332,-3.63748493,0.684279,0.923919
1178,RSUD Sungai Lilin,Kec.Sungai Lilin Kab.Musi Banyuasin,D,Musi Banyuasin,103.9144004,-3.319435088,0,0.855454
1179,RSUD Bayung Lencir,"Jl raya Palembang-Jambi KM 200 Kec, bayung Lencir",D,Musi Banyuasin,103.817959,-2.254253947,0.015902,0.917438
1180,RSUD Siti Aisyiah,"Jl. Lapter Silampari Kel.Air Kuti,Lubuk Linggau Timur",D,Lubuk Linggau,102.9194814,-3.269858802,0.541201,0.843479
1181,RSUD Kab.Musi Rawas,"Kab.Musi Rawas,Sumsel",D,Musi Rawas,102.8600995,-3.296631245,1.693758,0.877489
1182,RSUD Banyuasin,"Jl. Raya Palembang - Betung Km.48,Pangkalan Bali Banyuasin",D,Banyuasin,104.542719,-2.852834754,0,0.979629
1183,Rumkit Tk.IV Palangkaraya,Jl. Diponegoro Palangkaraya,4,Palangka Raya,113.231487,-1.593424089,0.089222,0.892765
1184,RSUD Dr Murjani Sampit,Jl. H M Arsyad No. 65 Sampit,B,,112.9520708,-2.540015438,1.103622,0.443901
1185,RSUD Dr Doris Sylvanus,Jl. Tambun Bungai No.4 Palangkaraya,B,Palangka Raya,113.231487,-1.593424089,0.089222,0.892765
1186,RSUD Kasongan,"Jl. Rumah Sakit No.1,Kasongan",C,,113.3823517,-1.681486875,0,0.967087
1187,RSUD Dr H Soemarno S,Jl. Tambun Bungai Kuala Kapuas,C,Kapuas,114.3910227,-3.0028077,1.047097,0.852944
1188,RSU Muara Teweh,Jl. Yetro Sinseng Muara Teweh,C,Barito Utara,114.4499988,-1.433333443,0,0.097474
1189,RSUD Sultan Imanuddin,Jl. St Syahrir 17 Pangkalan Bun,C,Waringin Barat,113.3823517,-1.681486875,0,0.967087
1190,RSUD Buntok,"Jl. Patianom No.6, Buntok",C,Barito Selatan,114.8217986,-1.744832865,0,0.090768
1191,RSUD Sukamara,"Jl. Tjilik Riwut KM 5,5 Sukamara",D,Sukamara,111.1833327,-2.716667185,0.043556,0.986021
1192,RSUD Kuala Kurun,Jl. Cilik Riwut No.43 Kuala Kurun Kalteng,D,Kapuas,113.3823517,-1.681486875,0,0.967087
1193,RSUD Tamiang Layang,Jl. Nansarunai Tamiang Layang,D,Barito Selatan,113.3823517,-1.681486875,0,0.967087
1194,RSUD Puruk Cahu,"Jl. A. Yani No. 497, Puruk Cahu",D,Barito Utara,113.3823517,-1.681486875,0,0.967087
1195,RSUD Lamandau,"Jl. Tjilik Riwut No.11,Nanga Bulik",D,Lamandau,113.3823517,-1.681486875,0,0.967087
1196,RSUD Kuala Pembuang,"Jl. A.Yani No.30,Kuala Pembuang",D,Seruyan,112.956191,-2.529679241,0.119777,0.045589
1197,RSUD Pulang Pisau,"Jl. Pemda No. 107, Pulang Pisau",D,Pulang Pisau,113.3823517,-1.681486875,0,0.967087
1198,RS Mitra Sakinah Idaman,Jl. Poros Kendari-Kolaka Unaaha Kendari,,Kendari,122.577959,-3.968345769,1.722135,0.642404
1199,RS Griya Husada Bakti,Jl. Saranani No. 248 Kendari,,Kota Kendari,122.5218635,-3.966838593,3.013737,0.066704
1200,Rumkit Tk.IV Dr. R Ismoyo Kendari,Jl. Laute no 1 Kendari Sul-ut,4,Kota Kendari,122.5712213,-3.957960522,0,0.640334
1201,RS Bhayangkara Kendari,Jl. Y Wayong No.7Kendari,4,Kendari,122.5095296,-4.012999207,1.861426,0.680851
1202,RSU Propinsi Kendari,Jl. Dr Ratulangi No. 151 Kendari,B,Kota Kendari,122.5713328,-3.957960522,0,0.640334
1203,RSUD Kab.Konawe Utara,"Jl. Raya Asera - Kendari, Lahimbua Kec. Asera",B,Konawe Utara,121.8377571,-3.280279722,0,0.825077
1204,RSU Kolaka,Jl. W R Supratman No. 20 Kolaka,C,Kolaka,121.511837,-4.020735747,0.126529,0
1205,RSU Bau Bau,Jl. Jend Sudirman 20 Bau Bau,C,Buton,122.9888339,-5.309634447,0,0.323894
1206,RSUD Pasar Wajo,Kabupaten Buton,C,Buton,122.9888339,-5.309634447,0,0.323894
1207,RSU Raha,Jl. Sultan Hasanuddin No.6 Raha,C,Muna,122.6277449,-4.901626701,0.018413,0.186797
1208,RSU Unaaha,"Jl. Pangeran Diponegoro No.301, Konawe",C,Kendari,122.5722335,-3.968180782,1.240951,0.642404
1209,RSUD Bombana,"Jl. Poea Kel.Poea, Rumbia",D,Bombana,121.7971124,-4.688628821,0,0.624607
1210,RSUD Wakatobi,"Jl. Wohou Kel. Mandati III, Kec. Wangi - Wangi Selatan",D,Wakatobi,123.5902909,-5.329664729,0.009332,0.794007
1211,RSU Daerah Abunawas,"Jl. Ki Hajar Dewantara No. 16, Kendari",D,Kota Kendari,122.5946985,-3.967489621,0.949707,0.813402
1212,RSUD H.M.Djafar Harun,"Jl. Trans Sulawesi No. Lasusua, Kaloka",D,Kolaka,121.5126931,-4.021351103,0.126529,0
1213,RSUD Kab. Konawe,Jl. Poros Andoolo,D,,122.0332932,-3.843731731,0.040379,0.979881
1214,RS Antam Nikel Pomalaa,Jl. R.Suprapto Pomalaa Kab.Kolaka,BUMN,Kolaka,121.511837,-4.020735747,0.126529,0
1215,RS Pertamina Tanjung,Tanjung Kab Tabalong,,Tabalong,115.4366908,-2.216360506,0.146874,0.985348
1216,RSU Suaka Insan,Jl. H Zafri Zamzam Banjarmasin,,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1217,RS Islam Banjarmasin,Jl. S Parman Banjarmasin,,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1218,RSU Sari Mulia,Jl. P Antasari 139B Banjarmasin,,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1219,RS Puri Paramita,Jl. A Yani Km 3 1/2 Banjarmasin,,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1220,Rumkit Tk.III Dr. R.Soeharsono.,Jl. M.Soetoyo S 408 Banjarmasin,3,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1221,RS Rem 101 Kandangan,Jl. Gambah Dalam Kandangan,4,Hulu Sungai Selatan,115.2639988,-2.778898399,1.593709,0.911228
1222,RS TNI-Au Tk.IV Syamsudin Noor,Jl. Hercules No. 17 Banjarmasin,4,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1223,Rumkit Bhayangkara Banjarmasin,"Jl. A. Yani Km.3,5 Banjarmasin",4,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1224,RSUD Ulin Banjarmasin,"Jl. Jen A Yani No.43, Banjarmasin",B,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1225,RSUD Dr.H.Moch.Ansari Saleh,"Jl. Brig Jend H Hasan Basry No.1,Banjarmasin",B,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1226,RSU Pambalah Batung,Jl. Basuki Rahmat No. 1 Amuntai,C,Hulu Sungai Utara,115.283757,-3.092640749,0.009991,0.899685
1227,RSUD Kotabaru,"Jl. H Hasan Basri No.57, Kotabaru",C,Kotabaru,115.283757,-3.092640749,0.009991,0.899685
1228,RSUD Ratu Zalecha,Jl. A Yani Km 00100 Martapura,C,Banjar,114.8452,-3.411595789,1.534565,0.422705
1229,RSU Datu Sanggul Rantau,Jl. Brigjen H Basri Rantau,C,Tapin,116.1832068,-3.689892744,0,0.869272
1230,RSU Brigjen H Hasan Basry,Jl. Jend Sudirman Kandangan,C,Hulu Sungai Selatan,115.2639988,-2.778898399,1.593709,0.911228
1231,RSUD H Damanhuri Barabai,Jl. Murakata No. 4 Barabai,C,Hulu Sungai Tengah,115.3399685,-2.652251011,0.025575,0.986427
1232,RSUD H. Badaruddin/Tanjung,Jl. J A Suprapto Tanjung,C,Tabalong,115.4366908,-2.216360506,0.146874,0.985348
